UPKB	ARO Accession	CARD Short Name	RM ARO Accession	Resistance Mechanism	CARD URL
A0A0H3U8X1	ARO:3001558	OXA-372	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3001558
D3EIG6	ARO:3003907	cipA	ARO:0001001	antibiotic target alteration	https://card.mcmaster.ca/aro/3003907
A0A062I7U6	ARO:3003597	OXA-441	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3003597
A0A0M3R8B2	ARO:3003636	OXA-479	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3003636
K7SA42	ARO:3004786	FIM-1	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3004786
Q9RIR3	ARO:3004788	FONA-1	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3004788
A0A3Q9D3I0	ARO:3004627	QnrS15	ARO:0001003	antibiotic target protection	https://card.mcmaster.ca/aro/3004627
D6EKW7	ARO:3004652	Erm(O)-lrm	ARO:0001001	antibiotic target alteration	https://card.mcmaster.ca/aro/3004652
A0A060RPT6	ARO:3003949	efrB	ARO:0010000	antibiotic efflux	https://card.mcmaster.ca/aro/3003949
A0A5C0PDG8	ARO:3005283	PDC-384	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3005283
A0AB33YI24	ARO:3003954	efmA	ARO:0010000	antibiotic efflux	https://card.mcmaster.ca/aro/3003954
A0A0U1RKG0	ARO:3003961	farA	ARO:0010000	antibiotic efflux	https://card.mcmaster.ca/aro/3003961
E6MYP2	ARO:3003962	farB	ARO:0010000	antibiotic efflux	https://card.mcmaster.ca/aro/3003962
A0A2P1H1P0	ARO:3004863	NDM-20	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3004863
O25793	ARO:3003964	hp1181	ARO:0010000	antibiotic efflux	https://card.mcmaster.ca/aro/3003964
Q1JJH2	ARO:3003969	lmrP	ARO:0010000	antibiotic efflux	https://card.mcmaster.ca/aro/3003969
A0A411JJ17	ARO:3006358	ADC-189	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3006358
A0AAF0SU31	ARO:3004658	catA8	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3004658
Q9KHQ6	ARO:3004659	Mef(En2)	ARO:0010000	antibiotic efflux	https://card.mcmaster.ca/aro/3004659
A0AAE2E994	ARO:3004660	catB11	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3004660
Q8Y8I3	ARO:3004651	lin	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3004651
A0A223LYM0	ARO:3004662	MCR-3.3	ARO:0001001	antibiotic target alteration	https://card.mcmaster.ca/aro/3004662
A0A9Q2QMV8	ARO:3004663	FusF	ARO:0001003	antibiotic target protection	https://card.mcmaster.ca/aro/3004663
A0A159BRB6	ARO:3004671	FosB4	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3004671
I4DEC2	ARO:3004628	AAC(2')-IIa	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3004628
N8QIB0	ARO:3001751	OXA-296	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3001751
Q93CQ2	ARO:3004669	emtA	ARO:0001001	antibiotic target alteration	https://card.mcmaster.ca/aro/3004669
A0A161CKZ1	ARO:3004672	FosB5	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3004672
A0AAP6CYM6	ARO:3004675	aphA15	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3004675
A0A0A8KYK8	ARO:3001559	OXA-373	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3001559
A0A0K1L6V3	ARO:3003598	OXA-442	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3003598
A0A172T0R5	ARO:3006238	ACT-43	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3006238
A0A2R4SEK3	ARO:3004693	MCR-3.12	ARO:0001001	antibiotic target alteration	https://card.mcmaster.ca/aro/3004693
A0A455LP11	ARO:3004845	LEN-42	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3004845
D9MX76	ARO:3004666	pexA	ARO:0010000	antibiotic efflux	https://card.mcmaster.ca/aro/3004666
A0A4Q7CSA4	ARO:3004673	FosB6	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3004673
E9N3R2	ARO:3004677	rmtD2	ARO:0001001	antibiotic target alteration	https://card.mcmaster.ca/aro/3004677
A0AAE2K1X1	ARO:3004680	APH(3')-VIIIa	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3004680
A0A328WHE4	ARO:3003982	LlmA_23S_CLI	ARO:0001001	antibiotic target alteration	https://card.mcmaster.ca/aro/3003982
A0A1I9ZKK1	ARO:3003983	CatU	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3003983
A0A1I9ZJK0	ARO:3003984	BahA	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3003984
A0A1I9ZKK9	ARO:3003986	TaeA	ARO:0010000	antibiotic efflux	https://card.mcmaster.ca/aro/3003986
A0A1I9ZKF8	ARO:3003987	VatI	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3003987
A0A1I9ZKL2	ARO:3003988	AAC(2')-IIb	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3003988
A0A1I9ZKY4	ARO:3003989	AAC(6')-34	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3003989
A0A1I9ZJL0	ARO:3003991	mphI	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3003991
A0A1I9ZL18	ARO:3003992	rphB	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3003992
A0A1I9ZKK5	ARO:3003994	cpaA	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3003994
A0A1U7Q156	ARO:3004683	aadS	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3004683
A0A1L5IUP7	ARO:3004685	MCR-1.5	ARO:0001001	antibiotic target alteration	https://card.mcmaster.ca/aro/3004685
A0A2C9PIR5	ARO:3004688	MCR-1.11	ARO:0001001	antibiotic target alteration	https://card.mcmaster.ca/aro/3004688
A0AAJ6IJG8	ARO:3004682	aadA27	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3004682
Q9I0V5	ARO:3004073	MuxA	ARO:0010000	antibiotic efflux	https://card.mcmaster.ca/aro/3004073
A0A1I9ZL11	ARO:3003980	tetA(58)	ARO:0010000	antibiotic efflux	https://card.mcmaster.ca/aro/3003980
A0A1I9ZKK6	ARO:3003990	vgbC	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3003990
A0A8E6NZT4	ARO:3004684	MCR-9.1	ARO:0001001	antibiotic target alteration	https://card.mcmaster.ca/aro/3004684
Q5MAB4	ARO:3004704	aadA8b	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3004704
V5RL01	ARO:3004715	Scoh_vga(E)	ARO:0001003	antibiotic target protection	https://card.mcmaster.ca/aro/3004715
A0A385EKL6	ARO:3001578	OXA-392	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3001578
A0AB37HMR8	ARO:3004674	FosD	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3004674
A0A3V6HH17	ARO:3004678	rmtE	ARO:0001001	antibiotic target alteration	https://card.mcmaster.ca/aro/3004678
A0A1S5WIF6	ARO:3004686	MCR-1.7	ARO:0001001	antibiotic target alteration	https://card.mcmaster.ca/aro/3004686
A0A2Z5V8V3	ARO:3004689	MCR-1.12	ARO:0001001	antibiotic target alteration	https://card.mcmaster.ca/aro/3004689
A0A2P1E8M8	ARO:3004694	MCR-4.2	ARO:0001001	antibiotic target alteration	https://card.mcmaster.ca/aro/3004694
N8WD73	ARO:3001749	OXA-294	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3001749
A0A2N9DMG9	ARO:3004730	tva(A)	ARO:0001003	antibiotic target protection	https://card.mcmaster.ca/aro/3004730
A0A097A0C1	ARO:3001586	OXA-400	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3001586
A0AAJ5D770	ARO:3003599	OXA-443	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3003599
A0A0F6ZQD8	ARO:3003639	OXA-482	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3003639
Q9RIR1	ARO:3004790	FONA-3	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3004790
A0A1Z1CLH6	ARO:3004798	FRI-2	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3004798
A0A455LP13	ARO:3004846	LEN-43	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3004846
A0A3G3C0Q6	ARO:3004870	NDM-27	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3004870
B2MWW4	ARO:3003871	ADC-39	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3003871
A0A0M5JP06	ARO:3004679	rmtE2	ARO:0001001	antibiotic target alteration	https://card.mcmaster.ca/aro/3004679
A0A1U9WYR3	ARO:3004687	MCR-1.8	ARO:0001001	antibiotic target alteration	https://card.mcmaster.ca/aro/3004687
A0A2P1GIX7	ARO:3004690	MCR-1.13	ARO:0001001	antibiotic target alteration	https://card.mcmaster.ca/aro/3004690
A0A851G7V8	ARO:3004695	MCR-4.3	ARO:0001001	antibiotic target alteration	https://card.mcmaster.ca/aro/3004695
L0B9V4	ARO:3001588	OXA-402	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3001588
N9NEK7	ARO:3001750	OXA-295	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3001750
A0A097A0C9	ARO:3001587	OXA-401	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3001587
A0A1Z1VQV7	ARO:3006331	ADC-157	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3006331
A0AAP9GSN8	ARO:3004720	tet(X4)	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3004720
A0A0D5ZYH1	ARO:3003600	OXA-444	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3003600
A0A0F6SYM7	ARO:3003640	OXA-483	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3003640
Q9RIR0	ARO:3004791	FONA-4	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3004791
A0A1S6GNZ2	ARO:3004799	FRI-3	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3004799
A0AAD3G4G8	ARO:3004801	FTU-1	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3004801
Q6DTI9	ARO:3004802	GOB-10	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3004802
A0A410SN60	ARO:3004871	NDM-28	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3004871
A0A411JIW0	ARO:3006359	ADC-190	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3006359
A0A2P1E8M6	ARO:3004696	MCR-4.4	ARO:0001001	antibiotic target alteration	https://card.mcmaster.ca/aro/3004696
A0A088FQ27	ARO:3001589	OXA-403	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3001589
Q9ADH3	ARO:3000462	mgtA	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3000462
D0CC38	ARO:3006332	ADC-158	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3006332
A0A2D1UG35	ARO:3006333	ADC-160	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3006333
A0A2P1E8M5	ARO:3004697	MCR-4.5	ARO:0001001	antibiotic target alteration	https://card.mcmaster.ca/aro/3004697
N9Q2P7	ARO:3001753	OXA-298	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3001753
A0A3S4N5H5	ARO:3004054	Paer_CpxR	ARO:0010000	antibiotic efflux	https://card.mcmaster.ca/aro/3004054
A0A088FL09	ARO:3001595	OXA-404	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3001595
A0A0G2UMJ4	ARO:3003602	OXA-446	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3003602
A0A0N9X3M9	ARO:3003641	OXA-484	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3003641
Q9RIQ8	ARO:3004792	FONA-5	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3004792
Q6DTI8	ARO:3004803	GOB-11	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3004803
A0A1B2JL09	ARO:3004036	tetB(60)	ARO:0010000	antibiotic efflux	https://card.mcmaster.ca/aro/3004036
K9KYH6	ARO:3004032	tetA(46)	ARO:0010000	antibiotic efflux	https://card.mcmaster.ca/aro/3004032
K9KYI4	ARO:3004033	tetB(46)	ARO:0010000	antibiotic efflux	https://card.mcmaster.ca/aro/3004033
A0A1B2JL14	ARO:3004035	tetA(60)	ARO:0010000	antibiotic efflux	https://card.mcmaster.ca/aro/3004035
A0A0H3AC56	ARO:3002705	floR	ARO:0010000	antibiotic efflux	https://card.mcmaster.ca/aro/3002705
A0A0H2ZBS6	ARO:3004072	OpmB	ARO:0010000	antibiotic efflux	https://card.mcmaster.ca/aro/3004072
A0A2P1GIS1	ARO:3004698	MCR-5.2	ARO:0001001	antibiotic target alteration	https://card.mcmaster.ca/aro/3004698
Q9RMI1	ARO:3000849	SFH-1	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3000849
D0C5J7	ARO:3000620	adeL	ARO:0010000	antibiotic efflux	https://card.mcmaster.ca/aro/3000620
A9LS14	ARO:3001444	OXA-122	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3001444
Q93K41	ARO:3004041	Kpne_acrA	ARO:0010000	antibiotic efflux	https://card.mcmaster.ca/aro/3004041
A0AB35EWD7	ARO:3004042	Eclo_acrA	ARO:0010000	antibiotic efflux	https://card.mcmaster.ca/aro/3004042
N9FBW9	ARO:3001720	OXA-264	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3001720
N9DP23	ARO:3001754	OXA-299	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3001754
A0A0F6P2I5	ARO:3001596	OXA-405	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3001596
A0A090MI15	ARO:3003603	OXA-447	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3003603
Q9RIQ6	ARO:3004793	FONA-6	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3004793
Q6DTI7	ARO:3004804	GOB-12	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3004804
A0A482GTJ0	ARO:3006360	ADC-191	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3006360
A0A3S4ND58	ARO:3003801	bcr-1	ARO:0010000	antibiotic efflux	https://card.mcmaster.ca/aro/3003801
A0A829S9M8	ARO:3003862	ADC-18	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3003862
A9LS15	ARO:3001445	OXA-123	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3001445
Q9HXS2	ARO:3004056	ArmR	ARO:0010000	antibiotic efflux	https://card.mcmaster.ca/aro/3004056
N8YKM2	ARO:3001755	OXA-300	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3001755
A0A0B4UFI2	ARO:3001597	OXA-406	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3001597
W5VTK4	ARO:3004063	EdeQ	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3004063
A0A0G2UIK8	ARO:3003604	OXA-448	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3003604
Q6PL76	ARO:3003643	OXA-486	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3003643
Q6DTI5	ARO:3004805	GOB-13	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3004805
A0A3S4N008	ARO:3003583	basS			https://card.mcmaster.ca/aro/3003583
Q8GKQ2	ARO:3003785	Ctra_murA_FOF	ARO:0001001	antibiotic target alteration	https://card.mcmaster.ca/aro/3003785
A0A6N0KLS6	ARO:3000804	MexF	ARO:0010000	antibiotic efflux	https://card.mcmaster.ca/aro/3000804
A0A7Y8QBI4	ARO:3001205	BRP(MBL)	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3001205
N8VSH4	ARO:3004091	ANT(3'')-IIc	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3004091
Q0VTS1	ARO:3003863	ADC-19	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3003863
Q0VTS2	ARO:3003864	ADC-20	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3003864
A0A0A0Q8L4	ARO:3006239	ACT-44	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3006239
Q0VTS3	ARO:3003865	ADC-21	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3003865
Q0VTS4	ARO:3003866	ADC-22	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3003866
Q0VTS5	ARO:3003867	ADC-23	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3003867
A0A3S5E4R3	ARO:3004074	MuxB	ARO:0010000	antibiotic efflux	https://card.mcmaster.ca/aro/3004074
A9LS16	ARO:3001446	OXA-124	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3001446
N8YMW5	ARO:3001722	OXA-266	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3001722
A0A6N0KJF2	ARO:3004075	MuxC	ARO:0010000	antibiotic efflux	https://card.mcmaster.ca/aro/3004075
N9CWX2	ARO:3001756	OXA-301	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3001756
A0A0B4UGH3	ARO:3001598	OXA-407	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3001598
A0A0G2UH54	ARO:3003605	OXA-449	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3003605
A0A0G2UIL6	ARO:3003609	OXA-453	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3003609
A0A0H2ZJG9	ARO:3003645	OXA-488	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3003645
A0A1W5QBZ5	ARO:3004734	ARL-1	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3004734
A8RR46	ARO:3004749	BCL-1	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3004749
Q6DTI4	ARO:3004806	GOB-14	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3004806
A0A0A0Q7Z4	ARO:3004745	MIR-23	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3004745
S3N4B0	ARO:3004086	APH(3')-VIIIb	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3004086
A0A418JI65	ARO:3004085	lnuG	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3004085
D0CEM6	ARO:3004089	ANT(3'')-IIa	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3004089
N8W714	ARO:3004090	ANT(3'')-IIb	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3004090
A0A1P8C735	ARO:3004093	NDM-17	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3004093
A8QIF8	ARO:3003868	ADC-25	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3003868
A9LS17	ARO:3001447	OXA-125	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3001447
A0A3A6V655	ARO:3004100	LpeB	ARO:0010000	antibiotic efflux	https://card.mcmaster.ca/aro/3004100
A0A290FZI1	ARO:3004464	CFE-2	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3004464
A0A290DEA6	ARO:3004342	PDC-79	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3004342
A0A192ACQ5	ARO:3004343	PDC-80	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3004343
B5AG18	ARO:3004103	QepA2	ARO:0010000	antibiotic efflux	https://card.mcmaster.ca/aro/3004103
N9PTL3	ARO:3001757	OXA-302	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3001757
A0A385FWW6	ARO:3004105	TMB-1	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3004105
L0N611	ARO:3004106	TMB-2	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3004106
A0A0B4UGT2	ARO:3001599	OXA-408	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3001599
A0A142CQG6	ARO:3004111	FosA6	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3004111
A0A6C6ZLV9	ARO:3004113	FosA7	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3004113
A0A0G2UIL3	ARO:3003606	OXA-450	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3003606
A0A0M7CMR6	ARO:3003611	OXA-455	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3003611
A0A1B2LRZ2	ARO:3006361	ADC-192	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3006361
A0A069BCC8	ARO:3004123	Bpse_Omp38	ARO:3000244	reduced permeability to antibiotic	https://card.mcmaster.ca/aro/3004123
A0A7V8AVT3	ARO:3004735	ARL-2	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3004735
Q9L6I3	ARO:3004751	BES-1	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3004751
Q49095	ARO:3004762	BRO-2	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3004762
F7T361	ARO:3004142	OprZ	ARO:0010000	antibiotic efflux	https://card.mcmaster.ca/aro/3004142
F7T363	ARO:3004143	AxyX	ARO:0010000	antibiotic efflux	https://card.mcmaster.ca/aro/3004143
F7T362	ARO:3004144	AxyY	ARO:0010000	antibiotic efflux	https://card.mcmaster.ca/aro/3004144
A0A1B1WXM2	ARO:3006287	ADC-107	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3006287
Q5UCE5	ARO:3006288	ADC-109	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3006288
A0AAN0UCD5	ARO:3006362	ADC-193	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3006362
A9LS18	ARO:3001448	OXA-126	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3001448
A0A1S7BGS4	ARO:3004185	mecD	ARO:0001002	antibiotic target replacement	https://card.mcmaster.ca/aro/3004185
H9ZIN1	ARO:3001328	Ecol_mdfA	ARO:0010000	antibiotic efflux	https://card.mcmaster.ca/aro/3001328
Q8KLJ6	ARO:3002691	Sent_cmlA	ARO:0010000	antibiotic efflux	https://card.mcmaster.ca/aro/3002691
Q9CD24	ARO:3002527	AAC(2')-Ie	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3002527
Q6SPY5	ARO:3004189	Bla2	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3004189
A4L314	ARO:3006289	ADC-110	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3006289
A0A412CHK0	ARO:3004191	APH(2'')-If	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3004191
A0A220QJ88	ARO:3004194	MCR-1.2	ARO:0001001	antibiotic target alteration	https://card.mcmaster.ca/aro/3004194
Q4JRB6	ARO:3004213	GOB-18	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3004213
A0A235EV86	ARO:3004239	NPS-1	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3004239
A0A0X1KX01	ARO:3004289	Vcho_varG	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3004289
A0A9Q2ZSM5	ARO:3004826	LAP-2	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3004826
Q3IVS9	ARO:3004291	Rsph_ampC_BLA	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3004291
Q8GQB0	ARO:3004294	BUT-1	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3004294
Q0VTR5	ARO:3003857	ADC-13	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3003857
Q0VTR6	ARO:3003858	ADC-14	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3003858
Q0VTR7	ARO:3003859	ADC-15	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3003859
Q0VTR9	ARO:3003861	ADC-17	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3003861
Q0VTR8	ARO:3003860	ADC-16	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3003860
C0LMI4	ARO:3003872	ADC-41	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3003872
C0LMI5	ARO:3003873	ADC-42	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3003873
A0A009RN79	ARO:3003874	ADC-43	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3003874
C0LMI7	ARO:3003876	ADC-44	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3003876
F6KX24	ARO:3003878	ADC-56	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3003878
I1VZH1	ARO:3003879	ADC-61	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3003879
A0A0K2D4T0	ARO:3003880	ADC-74	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3003880
A0A0K2D5A1	ARO:3003881	ADC-75	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3003881
A0A0H4UNL6	ARO:3003882	ADC-76	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3003882
A0A0K2D4X5	ARO:3003883	ADC-77	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3003883
A0A0E4HMD5	ARO:3003884	ADC-78	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3003884
A0A0K2D4T5	ARO:3003885	ADC-79	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3003885
I0CDW3	ARO:3003887	ADC-81	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3003887
A0A2H4PPJ8	ARO:3006334	ADC-162	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3006334
A0A0N9HJI8	ARO:3004463	EBR-2	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3004463
A0A4P8E071	ARO:3005279	PDC-324	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3005279
A0A6N0D3S1	ARO:3004336	PDC-73	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3004336
A0A4P8DZS1	ARO:3004340	PDC-77	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3004340
A0A0K0QVD0	ARO:3004341	PDC-78	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3004341
